product_name,aspect,descriptor,polarity_score,sentiment_label
Trello,use,incentivizedjune,0.0,Positif
Trello,information,simple,0.0,Positif
Trello,cases,incentivizedjune,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,years,about,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,team,deployment scopeour,0.0,Positif
Trello,efficiency,greater,0.5,Positif
Trello,productivity,personal,0.0,Positif
Trello,checklist,wide,-0.1,Negatif
Trello,cases,incentivizedapril,0.0,Positif
Trello,company,deployment scopeour,0.0,Positif
Trello,hires,new,0.13636363636363635,Positif
Trello,sense,better,0.5,Positif
Trello,way,intuitive,0.0,Positif
Trello,platform,primary,0.4,Positif
Trello,boards,collaborative,0.0,Positif
Trello,modules,organizational,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,day,single,-0.07142857142857142,Negatif
Trello,clients,new,0.13636363636363635,Positif
Trello,launch,great,0.8,Positif
Trello,rollouts,new,0.13636363636363635,Positif
Trello,assessments,rollout,0.0,Positif
Trello,data,same,0.0,Positif
Trello,resources,new,0.13636363636363635,Positif
Trello,productivity,personal,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,pagerating,same,0.0,Positif
Trello,instrument,musical,0.0,Positif
Trello,gaps,many,0.5,Positif
Trello,term,longer,0.0,Positif
Trello,app,best,1.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,development,current,0.0,Positif
Trello,features,new,0.13636363636363635,Positif
Trello,board,new,0.13636363636363635,Positif
Trello,nature,friendly,0.375,Positif
Trello,use,deployment,0.0,Positif
Trello,weeks,next,0.0,Positif
Trello,tasks,multiple,0.0,Positif
Trello,states,multiple,0.0,Positif
Trello,employeesrating,multiple,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,initiatives,functional,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,tasks,personal,0.0,Positif
Trello,system,kanban,0.0,Positif
Trello,time,real,0.2,Positif
Trello,board,kanban,0.0,Positif
Trello,organization,visible,0.0,Positif
Trello,trellorating,terrific,0.0,Positif
Trello,team,whole,0.2,Positif
Trello,jobs,open,0.0,Positif
Trello,apps,other,-0.125,Negatif
Trello,distance,long,-0.05,Negatif
Trello,collaborationconsbet,remote,-0.1,Negatif
Trello,interface,flexible,0.0,Positif
Trello,rating,easy,0.43333333333333335,Positif
Trello,organization,scopeour,0.0,Positif
Trello,drag,intuitive,0.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,tasks,upcoming,0.0,Positif
Trello,teams,various,0.0,Positif
Trello,pieces,various,0.0,Positif
Trello,time,full,0.35,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,date,due,-0.125,Negatif
Trello,columns,different,0.0,Positif
Trello,rating,intuitive,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,tasks,daily,0.0,Positif
Trello,tasks,numerous,0.0,Positif
Trello,collaboration,awesome,1.0,Positif
Trello,boards,different,0.0,Positif
Trello,phases,different,0.0,Positif
Trello,task,different,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,space,personal,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,hires,new,0.13636363636363635,Positif
Trello,tool,great,0.8,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,future,current,0.0,Positif
Trello,projects,past,-0.25,Negatif
Trello,account,own,0.6,Positif
Trello,friend,best,1.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,time,same,0.0,Positif
Trello,use,incentivizedjune,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,steps,different,0.0,Positif
Trello,action,specific,0.0,Positif
Trello,action,effective,0.6,Positif
Trello,rating,easy,0.43333333333333335,Positif
Trello,life,professional,0.1,Positif
Trello,fashion,kanban,0.0,Positif
Trello,project,large,0.21428571428571427,Positif
Trello,pieces,small digestible,-0.25,Negatif
Trello,way,great,0.8,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,things,different,0.0,Positif
Trello,projects,various,0.0,Positif
Trello,projects,future,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,tool,main,0.16666666666666666,Positif
Trello,approaches,agile,0.5,Positif
Trello,tool,perfect,1.0,Positif
Trello,tool,great,0.8,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,methodology,whole agile,0.35,Positif
Trello,spr,weekly,0.0,Positif
Trello,workspacerating,free,0.4,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,team,agile,0.5,Positif
Trello,dashboard,effectivelyprossimple,0.0,Positif
Trello,card,excellent kanban,1.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,team,entire,0.0,Positif
Trello,time,same,0.0,Positif
Trello,time,real,0.2,Positif
Trello,product,excellent,1.0,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,jobs,last,0.0,Positif
Trello,creation,automate,0.0,Positif
Trello,tasks,different,0.0,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,media,social,0.03333333333333333,Positif
Trello,use,primary,0.4,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,update,major,0.0625,Positif
Trello,staff,entire,0.0,Positif
Trello,organization,whole,0.2,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,management,excellent,1.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,projects,deployment,0.0,Positif
Trello,trello,agile,0.5,Positif
Trello,collaboration,better,0.5,Positif
Trello,software,best,1.0,Positif
Trello,pipeline,workflow,0.0,Positif
Trello,windows,monthly,0.0,Positif
Trello,order,specific,0.0,Positif
Trello,use,incentivizedjune,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,options,available,0.4,Positif
Trello,scopei,deployment,0.0,Positif
Trello,board,personal,0.0,Positif
Trello,work,organized,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,job,special,0.35714285714285715,Positif
Trello,software,best,1.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,company,virtual,0.0,Positif
Trello,page,same,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,checklist,new,0.13636363636363635,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,organization,whole,0.2,Positif
Trello,tool,great,0.8,Positif
Trello,projectsrating,complex,-0.3,Negatif
Trello,system,integrated,0.0,Positif
Trello,tool,best,1.0,Positif
Trello,size,small,-0.25,Negatif
Trello,use,incentivizedaugust,0.0,Positif
Trello,years,past,-0.25,Negatif
Trello,tool,useful,0.3,Positif
Trello,tasks,daily,0.0,Positif
Trello,methodologies,agile,0.5,Positif
Trello,app,useful,0.3,Positif
Trello,team,deployment scopeour,0.0,Positif
Trello,projects,common,-0.3,Negatif
Trello,project,particular,0.16666666666666666,Positif
Trello,boards,individual,0.0,Positif
Trello,way,simple,0.0,Positif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,deviceslikelihood,multiple,0.0,Positif
Trello,management,solid,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,boards,several,0.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,departments,few,-0.2,Negatif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,customers,external,0.0,Positif
Trello,tool,best,1.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,deals,new,0.13636363636363635,Positif
Trello,project,dynamic,0.0,Positif
Trello,management,fantastic,0.4,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,tool,practical,0.0,Positif
Trello,projectsrating,small,-0.25,Negatif
Trello,cases,incentivizednovember,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,company,whole,0.2,Positif
Trello,media,social,0.03333333333333333,Positif
Trello,platform,friendly,0.375,Positif
Trello,management,generic,0.0,Positif
Trello,rating,perfect,1.0,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,joiners,new,0.13636363636363635,Positif
Trello,tool,excellent easy easy,0.6222222222222222,Positif
Trello,scopei,deployment,0.0,Positif
Trello,option,free available,0.4,Positif
Trello,functions,basic,0.0,Positif
Trello,businesses,small,-0.25,Negatif
Trello,o,other,-0.125,Negatif
Trello,option,fantastic,0.4,Positif
Trello,platform,effective visual,0.3,Positif
Trello,projects,small,-0.25,Negatif
Trello,p,nice,0.6,Positif
Trello,rating,terrific,0.0,Positif
Trello,tasks,imperative,0.0,Positif
Trello,close,financial,0.0,Positif
Trello,trello,shared,0.0,Positif
Trello,version,free,0.4,Positif
Trello,management,simple,0.0,Positif
Trello,source,open,0.0,Positif
Trello,tool,great,0.8,Positif
Trello,board,digital,0.0,Positif
Trello,project,simple,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,way,effective,0.6,Positif
Trello,tool,great,0.8,Positif
Trello,projects,many,0.5,Positif
Trello,tool,great,0.8,Positif
Trello,project,collaborative,0.0,Positif
Trello,tool,quick,0.3333333333333333,Positif
Trello,application,best,1.0,Positif
Trello,status,current,0.0,Positif
Trello,columns,different,0.0,Positif
Trello,team,whole,0.2,Positif
Trello,departments,multiple,0.0,Positif
Trello,departments,graphic,0.0,Positif
Trello,tool,amazing,0.6000000000000001,Positif
Trello,things,many,0.5,Positif
Trello,year,last,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,view,single,-0.07142857142857142,Negatif
Trello,boards,proscolorful,0.0,Positif
Trello,teams,small,-0.25,Negatif
Trello,projects,new,0.13636363636363635,Positif
Trello,tool,great,0.8,Positif
Trello,team,personal,0.0,Positif
Trello,tool,useful,0.3,Positif
Trello,way,quick,0.3333333333333333,Positif
Trello,tool,best,1.0,Positif
Trello,manner,collaborative,0.0,Positif
Trello,operations,whole,0.2,Positif
Trello,task,agile,0.5,Positif
Trello,use,deployment,0.0,Positif
Trello,tool,excellent,1.0,Positif
Trello,team,small,-0.25,Negatif
Trello,feature,new,0.13636363636363635,Positif
Trello,board,single,-0.07142857142857142,Negatif
Trello,changes,many possible,0.25,Positif
Trello,vendor,external,0.0,Positif
Trello,time,real,0.2,Positif
Trello,product,terrific,0.0,Positif
Trello,tool,great,0.8,Positif
Trello,events,non,0.0,Positif
Trello,rating,successful,0.75,Positif
Trello,use,deployment,0.0,Positif
Trello,projects,ongoing,0.0,Positif
Trello,balls,many,0.5,Positif
Trello,time,same,0.0,Positif
Trello,rating,past,-0.25,Negatif
Trello,assessments,open,0.0,Positif
Trello,reason,only,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,level,high,0.16,Positif
Trello,tasks,tiny,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,tasks,daily,0.0,Positif
Trello,trello,nice,0.6,Positif
Trello,projects,incoming,0.0,Positif
Trello,requests,incoming,0.0,Positif
Trello,tool,workflow,0.0,Positif
Trello,teams,multiple,0.0,Positif
Trello,issues,few,-0.2,Negatif
Trello,trello,easy,0.43333333333333335,Positif
Trello,people,scopesome,0.0,Positif
Trello,users,most,0.5,Positif
Trello,method,primary,0.4,Positif
Trello,tasks,smaller,0.0,Positif
Trello,persons,small digital,-0.125,Negatif
Trello,use,personal,0.0,Positif
Trello,users,individual,0.0,Positif
Trello,service,intuitive,0.0,Positif
Trello,people,most,0.5,Positif
Trello,product,excellent,1.0,Positif
Trello,scale,small,-0.25,Negatif
Trello,use,incentivizedaugust,0.0,Positif
Trello,organization,whole,0.2,Positif
Trello,desktop,android,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,members,simple,0.0,Positif
Trello,tools,useful,0.3,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,projects,various,0.0,Positif
Trello,ups,certain,0.21428571428571427,Positif
Trello,insight,more,0.5,Positif
Trello,tool,intuitive,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,organization,small,-0.25,Negatif
Trello,software,costly,0.0,Positif
Trello,tool,primary,0.4,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,basis,quarterly,0.0,Positif
Trello,topics,individual,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,items,certain,0.21428571428571427,Positif
Trello,review,personal,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,tool,great,0.8,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,company,deployment scopeour,0.0,Positif
Trello,info,basic,0.0,Positif
Trello,users,other,-0.125,Negatif
Trello,tool,good,0.7,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,tasks,small,-0.25,Negatif
Trello,collaboration,great,0.8,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,take,different,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,management,simple,0.0,Positif
Trello,blow,full,0.35,Positif
Trello,project,free,0.4,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,rating,simple smart,0.10714285714285714,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,meetings,agile,0.5,Positif
Trello,team,personal,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,company,deployment scopeour,0.0,Positif
Trello,teams,specific,0.0,Positif
Trello,organization,entire,0.0,Positif
Trello,months,few,-0.2,Negatif
Trello,system,agile,0.5,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,organization,entire,0.0,Positif
Trello,app,best,1.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,engineering,cs,0.0,Positif
Trello,size,small,-0.25,Negatif
Trello,smoth,simple,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,projects,many,0.5,Positif
Trello,tool,favorite,0.5,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,departments,different,0.0,Positif
Trello,requests,more,0.5,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,ways,multiple,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,departments,multiple,0.0,Positif
Trello,system,overall,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,check,weekly,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,drafting,initial,0.0,Positif
Trello,draft,final,0.0,Positif
Trello,projects,small,-0.25,Negatif
Trello,use,incentivizedaugust,0.0,Positif
Trello,projects,smaller,0.0,Positif
Trello,trello,great,0.8,Positif
Trello,workflow,basic,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,team,entire,0.0,Positif
Trello,tasks,operational,0.0,Positif
Trello,setup,basic,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,initiatives,key,0.0,Positif
Trello,rating,excellent simple,0.5,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,piece,fantastic,0.4,Positif
Trello,content,social,0.03333333333333333,Positif
Trello,stories,future,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,projects,multiple,0.0,Positif
Trello,parts,many,0.5,Positif
Trello,statuses,various,0.0,Positif
Trello,way,fun,0.3,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,project,great,0.8,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,tool,excellent,1.0,Positif
Trello,life,private,0.0,Positif
Trello,area,whole,0.2,Positif
Trello,birds,clear,0.09999999999999999,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,card,kanban,0.0,Positif
Trello,state,current,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,operations,cs,0.0,Positif
Trello,requests,various,0.0,Positif
Trello,basis,daily,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,projects,amp personal,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,system,internal,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,app,mobile,0.0,Positif
Trello,sharing,online,0.0,Positif
Trello,use,offline,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,team,new,0.13636363636363635,Positif
Trello,departments,various,0.0,Positif
Trello,processes,new,0.13636363636363635,Positif
Trello,tool,excellent,1.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,boards,several,0.0,Positif
Trello,tasks,different,0.0,Positif
Trello,lists,different,0.0,Positif
Trello,rating,wonderful,1.0,Positif
Trello,groups,few,-0.2,Negatif
Trello,tasks,ongoing,0.0,Positif
Trello,page,same,0.0,Positif
Trello,time,real,0.2,Positif
Trello,manager,complete,0.1,Positif
Trello,time,hard,-0.2916666666666667,Negatif
Trello,department,other,-0.125,Negatif
Trello,tool,great,0.8,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,task,small,-0.25,Negatif
Trello,use,deployment,0.0,Positif
Trello,rating,dynamic,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,system,great,0.8,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,advantage,excellent,1.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,control,better,0.5,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,department,scopeour,0.0,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,work,deployment,0.0,Positif
Trello,tool,important,0.4,Positif
Trello,tool,excellent,1.0,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,way,simple,0.0,Positif
Trello,teams,small,-0.25,Negatif
Trello,way,convenient,0.0,Positif
Trello,effects,visual,0.0,Positif
Trello,projects,successful,0.75,Positif
Trello,rating,agile,0.5,Positif
Trello,projects,successful,0.75,Positif
Trello,focus,agile,0.5,Positif
Trello,tool,best,1.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,software,great,0.8,Positif
Trello,tool,main,0.16666666666666666,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,uses,primary,0.4,Positif
Trello,projects,small,-0.25,Negatif
Trello,thing,best,1.0,Positif
Trello,experience,great,0.8,Positif
Trello,team,multi,0.0,Positif
Trello,tool,excellent collaborative great,0.9,Positif
Trello,process,formal editorial,0.0,Positif
Trello,use,incentivizedjune,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,task,great basic,0.4,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,projects,specific,0.0,Positif
Trello,tracks,specific,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,tool,fantastic,0.4,Positif
Trello,way,fast,0.2,Positif
Trello,option,best,1.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,life,daily,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,business,general,0.05000000000000002,Positif
Trello,programs,old,0.1,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,medium,small,-0.25,Negatif
Trello,scopei,deployment,0.0,Positif
Trello,way,visual,0.0,Positif
Trello,training,necessary,0.0,Positif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,use,limited,-0.07142857142857142,Negatif
Trello,tool,great,0.8,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,features,new,0.13636363636363635,Positif
Trello,team,organized,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,tool,great,0.8,Positif
Trello,dog,top,0.5,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,tasks,personal,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,departments,different,0.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,teams,agile,0.5,Positif
Trello,overhead,minimal administrative,-0.1,Negatif
Trello,interface,simple manoeuvrable,0.0,Positif
Trello,strengths,greatest,1.0,Positif
Trello,use,incentivizedjanuary,0.0,Positif
Trello,way,great,0.8,Positif
Trello,projects,numerous,0.0,Positif
Trello,departments,multiple,0.0,Positif
Trello,proje,similar,0.0,Positif
Trello,way,great,0.8,Positif
Trello,cases,incentivizeddecember,0.0,Positif
Trello,process,organized,0.0,Positif
Trello,projects,new,0.13636363636363635,Positif
Trello,benefit,biggest,0.0,Positif
Trello,gemrating,hidden,-0.16666666666666666,Negatif
Trello,cases,incentivizednovember,0.0,Positif
Trello,organization,whole,0.2,Positif
Trello,part,best,1.0,Positif
Trello,company,deployment scopeour,0.0,Positif
Trello,boards,various,0.0,Positif
Trello,methodolo,agile,0.5,Positif
Trello,departments,other,-0.125,Negatif
Trello,scale,larger,0.0,Positif
Trello,platform,best,1.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,work,previous,-0.16666666666666666,Negatif
Trello,siderating,efficient,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,projects,internal,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,projects,various different,0.0,Positif
Trello,team,entire,0.0,Positif
Trello,teamrating,creative,0.5,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,group,creative,0.5,Positif
Trello,slave,less,-0.16666666666666666,Negatif
Trello,teams,virtual,0.0,Positif
Trello,source,single,-0.07142857142857142,Negatif
Trello,people,several,0.0,Positif
Trello,task,personal,0.0,Positif
Trello,level,personal,0.0,Positif
Trello,strengths,multiple,0.0,Positif
Trello,employees,individual,0.0,Positif
Trello,items,major,0.0625,Positif
Trello,items,open,0.0,Positif
Trello,work,complex individual,-0.15,Negatif
Trello,tool,awesome,1.0,Positif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,agency,scopeour entire,0.0,Positif
Trello,ways,different,0.0,Positif
Trello,basis,wide,-0.1,Negatif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,level,high,0.16,Positif
Trello,track,proskeep,0.0,Positif
Trello,track,objectiveskeep,0.0,Positif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,access,easy,0.43333333333333335,Positif
Trello,files,specific,0.0,Positif
Trello,sprints,certain,0.21428571428571427,Positif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,tasks,specific,0.0,Positif
Trello,timerating,first,0.25,Positif
Trello,cases,incentivizednovember,0.0,Positif
Trello,use,deployment,0.0,Positif
Trello,reporting,financial,0.0,Positif
Trello,hands,great,0.8,Positif
Trello,style,kanban,0.0,Positif
Trello,solution,good,0.7,Positif
Trello,projects,small average,-0.2,Negatif
Trello,use,incentivizedaugust,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,tasks,technical,0.0,Positif
Trello,tasks,internal,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,board,offline,0.0,Positif
Trello,use,incentivizedaugust,0.0,Positif
Trello,organization,whole,0.2,Positif
Trello,board,own,0.6,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,efforts,small,-0.25,Negatif
Trello,team,small,-0.25,Negatif
Trello,organization,entire,0.0,Positif
Trello,style,kanban,0.0,Positif
Trello,locations,multiple,0.0,Positif
Trello,use,incentivizedjune,0.0,Positif
Trello,checklists,operational,0.0,Positif
Trello,locations,different,0.0,Positif
Trello,use,incentivizedjune,0.0,Positif
Trello,basis,daily,0.0,Positif
Trello,use,incentivizedjune,0.0,Positif
Trello,lists,easy,0.43333333333333335,Positif
Trello,representation,good visual,0.35,Positif
Trello,states,various,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,scopei,deployment,0.0,Positif
Trello,manager,previous,-0.16666666666666666,Negatif
Trello,projects,different,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,clients,individual,0.0,Positif
Trello,program,great,0.8,Positif
Trello,friendrating,best,1.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,business,whole,0.2,Positif
Trello,use,current,0.0,Positif
Trello,staff,front,0.0,Positif
Trello,cases,incentivizedapril,0.0,Positif
Trello,teams,small,-0.25,Negatif
Trello,organizationsrating,large,0.21428571428571427,Positif
Trello,departments,deployment scopeindividual,0.0,Positif
Trello,boards,separate,0.0,Positif
Trello,task,general,0.05000000000000002,Positif
Trello,use,deployment,0.0,Positif
Trello,week,particular,0.16666666666666666,Positif
Trello,cases,easy,0.43333333333333335,Positif
Trello,teams,digital creative,0.25,Positif
Trello,p,ongoing,0.0,Positif
Trello,tool,great,0.8,Positif
Trello,ideasrating,unfinished,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,company,whole,0.2,Positif
Trello,companies,several,0.0,Positif
Trello,boa,own,0.6,Positif
Trello,trello,great,0.8,Positif
Trello,developmentrating,rapid,0.0,Positif
Trello,board,kanban,0.0,Positif
Trello,development,agile,0.5,Positif
Trello,requirements,sufficient,0.0,Positif
Trello,detail,enough,0.0,Positif
Trello,inte,clear,0.09999999999999999,Positif
Trello,management,mellow,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,tool,great,0.8,Positif
Trello,interface,simple intuitive,0.0,Positif
Trello,management,great,0.8,Positif
Trello,scopei,deployment,0.0,Positif
Trello,dates,due,-0.125,Negatif
Trello,rating,enjoyable,0.5,Positif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,card,great,0.8,Positif
Trello,use,incentivizedfebruary,0.0,Positif
Trello,applications,favorite,0.5,Positif
Trello,management,powerful,0.3,Positif
Trello,departments,numerous,0.0,Positif
Trello,users,multiple,0.0,Positif
Trello,time,real,0.2,Positif
Trello,trello,good,0.7,Positif
Trello,way,best,1.0,Positif
Trello,trello,perfect,1.0,Positif
Trello,management,simple,0.0,Positif
Trello,scopewe,deployment,0.0,Positif
Trello,types,various,0.0,Positif
Trello,project,new,0.13636363636363635,Positif
